0.5944056, 0.7692308, 0.5314685, 0.4965035, 0.7062937, 0.6853147, 0.6503497, 
0.5104895, 0.57342654, 0.57342654, 0.6293706, 0.6433566, 0.6923077, 0.61538464, 
0.5874126, 0.7902098, 0.6363636, 0.6293706, 0.72727275, 0.7062937, 0.6293706, 
0.57342654, 0.55944055, 0.53846157, 0.55944055, 0.67832166, 0.6573427, 0.7902098, 
0.6083916, 0.8251748, 0.67132866, 0.57342654, 0.61538464, 0.67132866, 0.7062937, 
0.6013986, 0.6083916, 0.6433566, 0.6503497, 0.6993007, 0.6993007, 0.67832166, 
0.55944055, 0.8041958, 0.6573427, 0.5174825, 0.72727275, 0.73426574, 0.6433566, 
0.5314685, 0.6293706, 0.6923077, 0.6923077, 0.6993007, 0.72727275, 0.6993007, 
0.55244756, 0.6293706, 0.6083916, 0.6293706, 0.66433567, 0.6923077, 0.6503497, 
0.5104895, 0.8181818, 0.6293706, 0.7132867, 0.6923077, 0.75524473, 0.7062937, 
0.61538464, 0.6013986, 0.61538464, 0.5874126, 0.6293706, 0.7622378, 0.6923077, 
0.5804196, 0.5244755, 0.6293706, 0.5804196, 0.73426574, 0.72727275, 0.6993007, 
0.6013986, 0.5804196, 0.6573427, 0.6853147, 0.6923077, 0.72727275, 0.67132866, 
0.54545456, 0.55944055, 0.57342654, 0.6013986, 0.6853147, 0.72727275, 0.73426574, 
0.6013986, 0.8251748, 0.67132866, 0.6923077, 0.66433567, 0.6923077, 0.6363636, 
0.56643355, 0.6293706, 0.6013986, 0.5874126, 0.6853147, 0.67832166, 0.74125874, 
0.55244756, 0.7202797, 0.73426574, 0.66433567, 0.6293706, 0.6503497, 0.6993007, 
0.5944056, 0.55944055, 0.6293706, 0.5874126, 0.67132866, 0.6853147, 0.73426574, 
0.5944056, 0.73426574, 0.6013986, 0.61538464, 0.6923077, 0.73426574, 0.66433567, 
0.55944055, 0.54545456, 0.57342654, 0.6573427, 0.5874126, 0.6573427, 0.72727275, 
0.6083916, 0.6083916, 0.6433566, 0.6363636, 0.6573427, 0.6573427, 0.67832166, 
0.57342654, 0.6433566, 0.54545456, 0.5804196, 0.7202797, 0.6503497, 0.72727275, 
0.62237763, 0.6013986, 0.4965035, 0.55244756, 0.6993007, 0.74125874, 0.74125874, 
0.53846157, 0.6083916, 0.6293706, 0.6993007, 0.7062937, 0.6923077, 0.7062937, 
0.5944056, 0.62237763, 0.7062937, 0.6083916, 0.66433567, 0.6503497, 0.6993007, 
0.5174825, 0.61538464, 0.56643355, 0.6083916, 0.6083916, 0.6433566, 0.7202797, 
0.6363636, 0.5804196, 0.5944056, 0.6433566, 0.6923077, 0.7832168, 0.6993007, 
