0.55944055, 0.5804196, 0.6013986, 0.6923077, 0.6853147, 0.61538464, 0.67132866, 
0.6503497, 0.5804196, 0.66433567, 0.6573427, 0.6083916, 0.72727275, 0.66433567, 
0.55244756, 0.6083916, 0.6853147, 0.61538464, 0.7062937, 0.72727275, 0.6293706, 
0.67132866, 0.6013986, 0.56643355, 0.5944056, 0.6923077, 0.6993007, 0.66433567, 
0.5874126, 0.56643355, 0.6503497, 0.55944055, 0.6573427, 0.6573427, 0.72727275, 
0.5174825, 0.5874126, 0.62237763, 0.67132866, 0.66433567, 0.73426574, 0.72727275, 
0.61538464, 0.6083916, 0.55944055, 0.61538464, 0.67832166, 0.6503497, 0.75524473, 
0.5804196, 0.5944056, 0.6853147, 0.56643355, 0.6083916, 0.74125874, 0.66433567, 
0.5874126, 0.62237763, 0.6013986, 0.67132866, 0.7202797, 0.6993007, 0.74825174, 
0.55244756, 0.72727275, 0.57342654, 0.6083916, 0.67832166, 0.7062937, 0.7132867, 
0.5314685, 0.56643355, 0.6013986, 0.6013986, 0.62237763, 0.62237763, 0.6993007, 
0.5944056, 0.56643355, 0.61538464, 0.5804196, 0.67832166, 0.7202797, 0.72727275, 
0.6013986, 0.83916086, 0.61538464, 0.5944056, 0.7062937, 0.7132867, 0.73426574, 
0.55944055, 0.6083916, 0.66433567, 0.6573427, 0.66433567, 0.6503497, 0.6853147, 
0.61538464, 0.6083916, 0.6503497, 0.61538464, 0.73426574, 0.7062937, 0.6083916, 
0.6013986, 0.6923077, 0.6573427, 0.5804196, 0.6503497, 0.7062937, 0.67132866, 
0.6363636, 0.55944055, 0.66433567, 0.7202797, 0.74825174, 0.6363636, 0.73426574, 
0.55244756, 0.57342654, 0.6923077, 0.6013986, 0.6853147, 0.6993007, 0.73426574, 
0.5874126, 0.74825174, 0.6083916, 0.5944056, 0.6503497, 0.6993007, 0.6293706, 
0.6363636, 0.6293706, 0.67132866, 0.61538464, 0.62237763, 0.67832166, 0.7202797, 
0.6293706, 0.5944056, 0.66433567, 0.54545456, 0.7062937, 0.67132866, 0.6293706, 
0.5944056, 0.8181818, 0.6853147, 0.6573427, 0.7062937, 0.7132867, 0.6993007, 
0.56643355, 0.5944056, 0.5944056, 0.61538464, 0.67132866, 0.74125874, 0.6363636, 
0.5314685, 0.6013986, 0.6083916, 0.5034965, 0.6433566, 0.6503497, 0.67832166, 
0.5174825, 0.6083916, 0.57342654, 0.5944056, 0.73426574, 0.6363636, 0.7622378, 
0.5874126, 0.57342654, 0.6083916, 0.5244755, 0.6503497, 0.7202797, 0.6923077, 
0.6013986, 0.55944055, 0.6503497, 0.72727275, 0.6853147, 0.67132866, 0.7062937, 
0.5944056, 0.74125874, 0.6923077, 0.55944055, 0.66433567, 0.6433566, 0.6503497, 
0.62237763, 0.57342654, 0.6853147, 0.62237763, 0.7062937, 0.66433567, 0.74825174, 
0.6013986, 0.6293706, 0.5804196, 0.6573427, 0.61538464, 0.7062937, 0.7132867, 
0.6293706, 0.5034965, 0.62237763, 0.61538464, 0.66433567, 0.6923077, 0.6853147, 
0.54545456, 0.57342654, 0.5944056, 0.55944055, 0.6083916, 0.72727275, 0.6503497, 
0.6013986, 0.7622378, 0.6993007, 0.6433566, 0.6923077, 0.7762238, 0.6923077, 
0.6433566, 0.7762238, 0.6293706, 0.7132867, 0.7622378, 0.6853147, 0.7132867, 
0.6503497, 0.61538464, 0.6013986, 0.5944056, 0.6923077, 0.6433566, 0.6923077, 
0.55944055, 0.5244755, 0.6293706, 0.7622378, 0.61538464, 0.62237763, 0.66433567, 
0.56643355, 0.7832168, 0.6083916, 0.5874126, 0.55944055, 0.74125874, 0.67132866, 
0.56643355, 0.8111888, 0.6013986, 0.56643355, 0.75524473, 0.6923077, 0.6923077, 
0.6293706, 0.6083916, 0.57342654, 0.55944055, 0.6503497, 0.7062937, 0.6923077, 
0.6013986, 0.54545456, 0.6083916, 0.6433566, 0.7062937, 0.67832166, 0.6993007, 
0.6293706, 0.5944056, 0.6923077, 0.6083916, 0.6293706, 0.74825174, 0.6293706, 
0.5804196, 0.62237763, 0.5874126, 0.5944056, 0.7062937, 0.6573427, 0.66433567, 
0.5804196, 0.7972028, 0.6013986, 0.4965035, 0.73426574, 0.6433566, 0.6853147, 
0.5874126, 0.55944055, 0.55244756, 0.6363636, 0.6503497, 0.7132867, 0.74125874, 
0.55944055, 0.57342654, 0.5944056, 0.6013986, 0.6923077, 0.66433567, 0.7132867, 
0.53846157, 0.53846157, 0.55244756, 0.6923077, 0.6433566, 0.6993007, 0.67132866, 
0.57342654, 0.6363636, 0.7132867, 0.6363636, 0.6853147, 0.7202797, 0.74125874, 
0.5874126, 0.7692308, 0.73426574, 0.6363636, 0.66433567, 0.7062937, 0.67132866, 
0.6293706, 0.6433566, 0.6083916, 0.5944056, 0.6503497, 0.66433567, 0.6993007, 
0.62237763, 0.5804196, 0.5874126, 0.66433567, 0.7132867, 0.74825174, 0.7062937, 
0.54545456, 0.54545456, 0.5944056, 0.6293706, 0.6293706, 0.7132867, 0.6923077, 
0.54545456, 0.5874126, 0.6433566, 0.67832166, 0.6503497, 0.7692308, 0.7132867, 
0.62237763, 0.62237763, 0.6923077, 0.62237763, 0.5874126, 0.7622378, 0.67132866, 
0.5874126, 0.7762238, 0.7762238, 0.6363636, 0.7762238, 0.7062937, 0.67132866, 
0.57342654, 0.6293706, 0.5104895, 0.6503497, 0.62237763, 0.67132866, 0.61538464, 
0.61538464, 0.5804196, 0.6293706, 0.6083916, 0.6363636, 0.7832168, 0.72727275, 
0.62237763, 0.57342654, 0.7132867, 0.7062937, 0.6853147, 0.6993007, 0.6573427, 
0.5804196, 0.5944056, 0.53846157, 0.67132866, 0.6573427, 0.6363636, 0.74825174, 
0.55244756, 0.56643355, 0.5874126, 0.6433566, 0.7202797, 0.7202797, 0.75524473, 
0.5314685, 0.6013986, 0.67132866, 0.67832166, 0.7132867, 0.6293706, 0.74125874, 
0.6013986, 0.83916086, 0.6363636, 0.5874126, 0.6853147, 0.6853147, 0.6853147, 
0.6013986, 0.74125874, 0.5174825, 0.55944055, 0.7202797, 0.74825174, 0.67132866, 
0.5804196, 0.6013986, 0.55244756, 0.66433567, 0.67132866, 0.73426574, 0.7062937, 
0.5944056, 0.61538464, 0.5804196, 0.73426574, 0.62237763, 0.7062937, 0.5944056, 
0.55244756, 0.55244756, 0.6993007, 0.6573427, 0.6433566, 0.66433567, 0.73426574, 
0.56643355, 0.7902098, 0.6013986, 0.67132866, 0.6993007, 0.7132867, 0.7132867, 
0.55244756, 0.61538464, 0.55244756, 0.6363636, 0.6923077, 0.6993007, 0.7202797, 
0.5314685, 0.6083916, 0.61538464, 0.67132866, 0.67132866, 0.6573427, 0.74125874, 
0.5174825, 0.61538464, 0.5944056, 0.6433566, 0.67832166, 0.5944056, 0.6503497, 
0.54545456, 0.54545456, 0.5804196, 0.6923077, 0.6923077, 0.7832168, 0.6853147, 
0.61538464, 0.57342654, 0.55944055, 0.6083916, 0.7202797, 0.6853147, 0.6993007, 
0.5804196, 0.6083916, 0.6083916, 0.6433566, 0.61538464, 0.67132866, 0.6433566, 
0.53846157, 0.7622378, 0.5874126, 0.6293706, 0.6993007, 0.74825174, 0.5874126, 
